Exajoules (input-equivalent)*,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0.00024,0.00046,0.00039000000000000005,0.00045,0.0005600000000000001,0.0005,0.00053,0.0006,0.00065,0.00065,0.0007053896103896104,0.0004244516129032258,0.0016182692307692306,0.007123757961783437,0.01615215189873417,0.012576792452830183,0.015998062499999997,0.020374658385093156,0.02518833333333332,0.026516871165644156,0.02319256097560974,0.02257149654545453,0.023732558132530102,0.026106564071856266,0.027275892857142832,0.02715071005917157,0.029357999999999995,0.03171842105263158,0.03982944694797214,0.045571657142857144,0.14104382312386043,0.04688863324007708,0.0016304381401072768,,
Iceland,0,0,0,0,0.000019039999999999997,0.00012091000000000003,0.00012033000000000001,0.00021664000000000007,0.00024200000000000003,0.00005751,0.00018347000000000006,0.00019012000000000003,0.00016126,0.00018284999999999997,0.00045630000000000003,0.00044672000000000006,0.00123133,0.0015896800000000006,0.00171714,0.00173233,0.0017123299999999998,0.0021233899999999997,0.0023413600000000002,0.0024560800000000007,0.0025750799999999996,0.0028291000000000006,0.0026702499999999994,0.0022976900000000002,0.0025427200000000005,0.00258365,0.0028817700000000005,0.003431342880000001,0.0037307241000000004,0.0065265806700000005,0.011356729999999999,0.013226630000000003,0.014414418116883114,0.01411962982846491,0.013776652318772014,0.014446150610109515,0.016065288792341762,0.025332547009539613,0.034239991263572356,0.03837294183457011,0.04300137542777775,0.041913763991226975,0.04386128382548778,0.048306318349090875,0.04839294764873491,0.04806903009772451,0.0456620887703571,0.045958749836272156,0.046599529959,0.05381123631578946,0.05370652802831626,0.052999016097725095,-0.01586991408295113,0.022479178806950273,0.0018961701779465485,,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005000899999999999,0.00015002700000000003,0.0001900342,0.00016002880000000002,0.00041007380000000006,0.0013102358,0.0025404572000000004,0.0027805004,0.0033906101999999997,0.0042827837493506484,0.004630317178064515,0.0052971071538461525,0.007446690481528661,0.012030792747903793,0.016847214764226785,0.02035627603902953,0.02489213376288896,0.030293319307641203,0.02938630640608133,0.04401308105901741,0.04127450958765909,0.04630538553192993,0.05202166604449389,0.06422392691280668,0.06188209611049653,0.073668384,0.08504262526315788,0.09710365679639493,0.11109734448744388,0.14098483502721892,0.12354086299469413,0.003974780797396496,,
Italy,0.026760000000000006,0.03351,0.03475,0.03617,0.03812,0.04228,0.04209,0.03806999999999999,0.03845,0.04245,0.03986000000000001,0.03812,0.03730000000000001,0.038110000000000005,0.03825,0.0396,0.03469,0.035210000000000005,0.03393,0.03472,0.03212,0.03501,0.036930000000000004,0.037869999999999994,0.032010202020202015,0.03276919191919192,0.03299878787878788,0.03566919191919192,0.03797838383838384,0.03581717171717171,0.03675636363636364,0.04184666666666667,0.046029999999999995,0.05257000000000001,0.059500000000000004,0.0668,0.07487064935064934,0.08683490322580645,0.09999923076923076,0.1123916560509554,0.11980481012658223,0.13126245283018864,0.14248124999999995,0.15718136645962727,0.19000994444444433,0.2426185766871164,0.34647782926829246,0.46685770909090873,0.5459602228915659,0.5692461197604786,0.5770904999999995,0.5938047692307685,0.6092909999999999,0.5871996842105263,0.6198025333879558,0.6244713670088848,0.004779954163700362,0.12550570732984356,0.02234199934807068,,
Latvia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00002,0.00002,0.00002,0.00005,0.00005961038961038961,0.00020729032258064514,0.000706153846153846,0.0008478343949044583,0.0008618354430379744,0.0008564150943396224,0.0009084374999999995,0.000978819875776397,0.0009066666666666662,0.0010794478527607356,0.0017837560975609748,0.0036738545454545433,0.005725518072289152,0.007056323353293407,0.008343964285714277,0.008631209822485199,0.00972972,0.009547074736842104,0.00966814361327325,0.009505092721832168,-0.019550918738433842,0.2670377206969423,0.0003400680745567382,,
Lithuania,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019870129870129866,0.00003948387096774193,0.00006865384615384615,0.0000701656050955414,0.00008521518987341769,0.00037239622641509424,0.0015309562499999994,0.0019015714285714276,0.002452722222222221,0.0034823926380368074,0.005897030487804875,0.0070509818181818135,0.00925834337349397,0.010186868263473047,0.012113410714285703,0.014799355029585785,0.0174051,0.015165789473684209,0.01893146743138058,0.02010236392388315,0.058947992539523764,0.22674300782997636,0.0007192115209914609,,
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0.00013000000000000004,0.00015,0.00016,0.00015,0.00018,0.00018,0.00017,0.00018999999999999998,0.00018,0.00017,0.00021999999999999998,0.00023,0.00018999999999999998,0.00012505000000000003,0.00013976000000000003,0.0001177,0.00014712,0.00015079999999999998,0.00019493000000000003,0.00015448,0.00019919,0.00028067999999999995,0.00036850000000000007,0.00047135000000000005,0.0004933653896103895,0.0005088779999999999,0.0006053111538461538,0.0008885012101910826,0.0011243756962025311,0.0012924747169811316,0.0014138538749999996,0.0014280126708074528,0.0015297449999999992,0.0015053228834355818,0.0017051383536585353,0.0019449916363636348,0.00231321253012048,0.0026554386826347282,0.00301931839285714,0.0030943299408283994,0.0046319939999999995,0.005294175789473684,0.006145100663662433,0.008353446115505415,0.35565273023111366,0.1491877712210088,0.0002988650841762456,,
Netherlands,0,0,0,0,0,0,0,0,0,0,0.00803,0.00872,0.00867,0.012110000000000001,0.011060000000000002,0.01024,0.01085,0.00265,0.00231,0.00017,0.00441,0.005540000000000001,0.007040000000000001,0.00851,0.009229999999999999,0.00726,0.00838,0.009,0.01038,0.0117701,0.013350000000000002,0.01755,0.0194,0.02233781,0.02438608,0.02849904,0.03175340142857143,0.038198591999999996,0.03821345653846153,0.05091923808917196,0.07144439582278478,0.07662724018867921,0.07170913012499996,0.08914022329192543,0.1014217827777777,0.10428926797546006,0.11460142207317067,0.11534518854545446,0.111496888192771,0.10623218766467055,0.12386972892857132,0.13248950804733717,0.156352473,0.16847136894736842,0.201983522818517,0.2842703770099152,0.40354855700522974,0.07131816861196683,0.01017047203981887,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44049079754601E-7,0.000010943231707317065,0.000026297454545454528,0.00008342186746987944,0.0007788799401197597,0.00148980107142857,0.0015319555029585786,0.0016720379999999998,0.0015584168421052629,0.0016058006390823434,0.001756076408163265,0.09059514772078625,0,0.00006282795343247139,,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005,0.0002600000000000001,0.00021,0.00027,0.00029,0.00213,0.00209,0.00227,0.0024300000000000003,0.0027000000000000006,0.0028899999999999998,0.0030299999999999997,0.0024100000000000002,0.0027000000000000006,0.0028727600000000002,0.00291499,0.00287181,0.0029040683225806446,0.005453037692307691,0.006088025923566877,0.00819450569620253,0.009921905660377355,0.012288768749999995,0.012519391304347819,0.011443833333333327,0.011555723926380363,0.015211371951219499,0.01745961818181817,0.021077132530120467,0.022781425149700583,0.025357928571428545,0.021479226390532524,0.027935648999999996,0.03706039368421053,0.05245938417772917,0.09134942039063228,0.7365783689280334,0.16446158618281137,0.003268250233136955,,
Poland,0.0002600000000000001,0.00037999999999999997,0.00043999999999999996,0.00047,0.00084,0.0005899999999999999,0.00101,0.00185,0.00223,0.00235,0.00211,0.00183,0.00265,0.00262,0.0024,0.00248,0.0026900000000000006,0.0026900000000000006,0.0036200000000000004,0.0034500000000000004,0.0039700000000000004,0.00368,0.00193,0.00094,0.00103,0.00055,0.0008300000000000001,0.00111,0.00061,0.00051,0.0006800000000000002,0.00133,0.0017100000000000001,0.0022400000000000002,0.00197,0.0022600000000000003,0.004550259740259741,0.004817032258064516,0.005678653846153845,0.009671159235668789,0.01593717721518987,0.02163939622641509,0.02942859374999999,0.04232683229813663,0.05953116666666663,0.07479634969325148,0.10081207317073165,0.13762952727272718,0.13482065060240955,0.1618135329341316,0.1880989285714284,0.18712171597633118,0.19405800000000004,0.17578894736842104,0.2094916231708316,0.2274941387755102,0.08296726454463621,0.13407617511958425,0.008139162448003856,,
Portugal,0.00207,0.002,0.00192,0.0022800000000000003,0.0028000000000000004,0.0018600000000000003,0.00143,0.00113,0.002,0.0018,0.0023599999999999997,0.0023,0.0023400000000000005,0.00232,0.0025800000000000007,0.0032000000000000006,0.00311,0.0035299999999999997,0.00405,0.0037300000000000002,0.0054800000000000005,0.006060000000000001,0.0061400000000000005,0.00653,0.0066301010101010105,0.00693959595959596,0.00813959595959596,0.008908383838383839,0.009155555555555556,0.00984,0.010460000000000002,0.0103,0.01126,0.011694000000000001,0.013622,0.015454000000000002,0.016965116883116884,0.0190786064516129,0.01944473076923077,0.023874821656050954,0.033880784810126574,0.04540924528301885,0.058751999999999964,0.07452335403726705,0.09451999999999997,0.1145904294478527,0.11733420731707309,0.1274999999999999,0.14508570108090352,0.14652343668826337,0.14308560154821415,0.149722721893491,0.150093,0.15217684210526314,0.16569156902908644,0.16069537959183675,-0.032803406252257195,0.057736935144480084,0.005749272513927297,,
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000020627325890483786,0,0.00002,0.00001,0,0,0,0.00010999999999999999,0.00010999999999999999,0,0,0,0.00002961290322580645,0.00002942307692307692,0.00003898089171974522,0.000058101265822784796,0.000048113207547169804,0.0003633749999999999,0.00027559006211180114,0.00018898428731762057,0.003933134411600666,0.014796219512195112,0.026519999999999978,0.047853975903614426,0.059769862275449046,0.08714624999999993,0.08094514792899402,0.088093512,0.07632221578947368,0.08072098870954528,0.08200472890947053,0.013127732706218254,0.8325510321851111,0.0029339209075506514,,
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015300000000000001,0.0015003870967741932,0.0009905769230769228,0.0002533757961783439,0.0003776582278481012,0.0038875471698113203,0.0046186874999999995,0.004979627329192544,0.005128333333333331,0.00642975460122699,0.011391036585365846,0.012712909090909082,0.013871385542168662,0.018506586826347288,0.019798928571428554,0.020551036394585373,0.019871999999999997,0.01982736842105263,0.020396099959033184,0.0204331411546785,-0.0009211103550872402,0.14804018127888074,0.0007310458901318498,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.00031,0.0007000000000000001,0.0007153246753246755,0.0010068387096774194,0.0011965384615384611,0.0011791719745222926,0.0010651898734177212,0.000952641509433962,0.0009944999999999995,0.0027749068322981347,0.0018605555555555547,0.0021964417177914096,0.0029667073170731692,0.003987272727272725,0.004424096385542166,0.004764071856287421,0.004981607142857139,0.005033758288076513,0.005251248,0.004775201578947367,0.0050401990004096675,0.004752115805320196,-0.05973318077924228,0.10479195768989169,0.00017001863309276373,,
Spain,0,0,0,0,0,0.00047,0.0005200000000000002,0.00061,0.0005600000000000001,0.00051,0.00113,0.0018700000000000004,0.0030900000000000003,0.00316,0.0025099999999999996,0.0036200000000000004,0.00424,0.00487,0.005600000000000001,0.0055000000000000005,0.00611,0.005380000000000001,0.0056300000000000005,0.006730000000000002,0.005970606060606061,0.00562,0.00564,0.0068600000000000015,0.007039999999999999,0.00824,0.012960000000000003,0.014589999999999999,0.022180000000000002,0.028980000000000002,0.04485,0.06238000000000002,0.08359363636363637,0.11803703225806451,0.1500576923076923,0.18599732484076428,0.23114620253164553,0.2520169811320753,0.29618887499999985,0.3685209316770185,0.44731388775723097,0.5121598021652343,0.5189642104506801,0.6158474299262339,0.6836006807316282,0.6513959753342305,0.6279156157781369,0.617616467422264,0.6257310405299998,0.6246654198552631,0.6581880453925439,0.7151553656506162,0.08358301891730768,0.039378576099573515,0.025586442481209847,,
Sweden,0,0,0,0,0,0.0013,0.0016,0.00226,0.0039900000000000005,0.0035700000000000003,0.0031,0.0035399999999999997,0.0036,0.0027600000000000007,0.0034700000000000004,0.00721,0.009210000000000003,0.01002,0.0145,0.01853,0.018080000000000002,0.019860000000000003,0.019650000000000004,0.020460000000000002,0.021940000000000005,0.01949,0.018730000000000004,0.020410000000000005,0.022240000000000003,0.023050000000000005,0.024599999999999997,0.02263,0.029770000000000005,0.03089,0.03056,0.045559999999999996,0.04233331168831169,0.04723258064516129,0.05091173076923076,0.07847828025477706,0.08174848101265822,0.08995245283018864,0.10775981249999994,0.11723981366459621,0.1317688888888888,0.14739625766871156,0.16444701219512184,0.17968690909090895,0.19656813253012034,0.20134616766467048,0.2470767857142855,0.2454344339644968,0.269235,0.2588205263157895,0.29904176976648916,0.3563235154208826,0.18829538154759784,0.08540519789070244,0.012748350316472307,,
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009800000000000002,0.0028700000000000006,0.0017300000000000002,0.00436,0.0039,0.00396,0.0036900000000000006,0.00365,0.00458,0.005110000000000001,0.00513,0.00529,0.00439,0.00438,0.004879999999999999,0.00495,0.00555,0.005800000000000001,0.006220000000000001,0.006670000000000001,0.007,0.007620000000000001,0.008470000000000002,0.008872012987012989,0.009170129032258063,0.009346730769230767,0.009686751592356687,0.010119303797468351,0.01129698113207547,0.011704499999999996,0.012211490683229808,0.01233444444444444,0.013169263803680973,0.015141402439024378,0.01774799999999999,0.020249457831325285,0.023948622754491,0.02577321428571426,0.0286716568047337,0.032886,0.034697894736842094,0.03731559197050389,0.042048146395718924,0.12374636272620654,0.11706147508532583,0.0015043758753271494,,
Turkey,0.001,0.00122,0.0017300000000000002,0.0017900000000000001,0.0017800000000000001,0.0016600000000000002,0.0016200000000000003,0.0017500000000000005,0.0019700000000000004,0.00207,0.0022,0.0016100000000000003,0.00218,0.0013700000000000003,0.00145,0.00136,0.0011,0,0,0.00022100000000000003,0.00006,0.0004360000000000001,0.000579,0.000684,0.0006260000000000001,0.000801,0.001197,0.001167,0.00134,0.0013,0.0030830000000000002,0.0025910000000000004,0.0037679999999999996,0.0033150000000000002,0.002344,0.002749,0.0033381818181818183,0.0027895354838709673,0.002245961538461538,0.0022111910828025473,0.001814696202531645,0.0026784622641509424,0.005795276624999998,0.010939927639751547,0.020614946111111098,0.03679484797546011,0.05377299319418381,0.06821277620806585,0.09038422109360512,0.10979366119760468,0.1503783541071427,0.20834643727810634,0.2614014,0.3384746078947368,0.3862651789980379,0.4424848262110927,0.142416855748551,0.3405108563224115,0.015830983165956342,,
Ukraine,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.00003,0.00006,0.00015896103896103893,0.00021716129032258057,0.0003040384615384615,0.000321592356687898,0.00036797468354430365,0.0003367924528301886,0.003117374999999999,0.0029364596273291914,0.001718888888888888,0.0022339877300613484,0.002365902439024389,0.007005545454545449,0.012070409638554207,0.015475904191616756,0.015535874999999987,0.014309573964497028,0.017235,0.023230947368421052,0.047087367535288305,0.08629002725712814,0.8275445551472327,0.3924052776311193,0.0030872379977292513,,
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000101010101010101,0.0000101010101010101,0.0000101010101010101,0,0.0000101010101010101,0.00009,0.006048000000000001,0.0069689999999999995,0.009672000000000002,0.014150000000000003,0.018625,0.020336,0.022926,0.027768,0.035311999999999996,0.042801,0.04828800000000001,0.054573311688311685,0.06260266451612904,0.07321148076923076,0.0906978152866242,0.11641847468354426,0.1301356415094339,0.1397302972380307,0.15930555465315305,0.18903923867409983,0.2120306858686801,0.27540397184225096,0.3332514363557,0.44713147918579216,0.5371908166908386,0.7018561744387716,0.7028302648592682,0.8371345321109394,0.9359406766807031,1.0214152983886617,1.1352410381497027,0.10840251606311324,0.18376375895284824,0.04061604082142468,,
Other Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004272727272727275,0.000006111111111111111,0.0000057575757575757586,0.00014871358585858587,0.00013412555555555557,0.00014837015151515152,0.00012369676767676768,0.00011839282828282828,0.00011689190968122785,0.00011133055718475072,0.00014137525932400932,0.00033476642154024315,0.00037872791714614487,0.0004535711780902737,0.0005771725888886015,0.00047882918972332,0.0005423620792465121,0.0005520825613713939,0.0006882371784922391,0.0009215755189548278,0.0013453741126560777,0.0019167014652994785,0.0024698375420844497,0.0032670917866573384,0.005853449598402371,0.008849635446043043,0.019288940232497713,0.02094800683843639,0.08304404468411852,0.4292292807107858,0.0007494664765327297,,
Total Europe,0.030090000000000006,0.04101,0.044890000000000006,0.04997,0.05422903999999999,0.071183569613,0.07231883626,0.07122608039999999,0.07663391239,0.080420602,0.08520942081,0.08485597232,0.08880291321000003,0.09375139078,0.09768957991999999,0.10751449280000001,0.10764023151000002,0.09854621004,0.10166752155000001,0.10549787909010101,0.110198228390101,0.13153419657010104,0.13066101294000002,0.14008809905010103,0.14061766802090908,0.19744813046467832,0.20544960987838382,0.22271739079757466,0.25196304092121213,0.27034823912201983,0.3040850065669737,0.3156259649432092,0.39022938594162737,0.4737860947816694,0.5243511999581264,0.6492043574828592,0.7159124118935801,0.86231827073156,1.010004204246518,1.2556624849949931,1.4646971923788445,1.6836301429632674,1.9985503424268893,2.2702892050734618,2.553046932267307,2.943587380124625,3.5407939930672403,4.171347628159782,4.693324009767315,5.035953963568835,5.715066826544603,5.796090044417873,6.477631197829129,6.799309012401858,7.487668104188061,8.180057746900903,0.08948577164948013,0.11359886270831088,0.29266168875576365,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019833333333333322,0.0000046932515337423285,0,0,0.0006322771084337343,0.0008447065868263467,0.0009116249999999992,0.0013158905325443774,0.0013000499999999999,0.001816852631578947,0.002206754608766899,0.002136195685731265,-0.03461894809978938,0.6019015924892879,0.00007642765567709413,,
Belarus,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009843659525188186,0.000009683544303797465,0.00002886792452830188,0.00014343749999999993,0.00032310559006211166,0.0005761111111111108,0.000797852760736196,0.0009235975609756091,0.0009365454545454539,0.0008332048192771078,0.0008245508982035921,0.0012932142857142845,0.0017472781065088743,0.0026279999999999997,0.002916842105263158,0.004056042605489554,0.0042426765410729815,0.0431558393738809,0.21551304949086791,0.00015179219019881607,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000013714024390243892,0.00002490654545454544,0.00004918212650602407,0.00013288279041916157,0.0016244346964285699,0.0033066640650887547,0.0039109806,0.00473322142105263,0.009836740378533387,0.03297656272999277,2.343227691928432,0,0.0011798176536805536,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00065,0.00065,0.00063,0.0006000000000000001,0.00061,0.00059,0.00057,0.00057,0.00058,0.00058,0.0008100000000000002,0.0011643896103896104,0.0017718387096774192,0.0036719999999999995,0.004451617834394904,0.004436031645569619,0.00491620754716981,0.004696143749999999,0.0046954844720496864,0.004733555555555553,0.005079036809815947,0.005259841463414631,0.004750524881693646,0.004578939759036141,0.007425593892215563,0.008786908392857135,0.00961745778106508,0.010819611,0.012221452105263157,0.01623319177386317,0.03120598935510204,0.9171046287527713,0.13115376159426484,0.0011164710356010136,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000014971472392638027,0.000004261143292682924,0.000009100546699875462,0.000017039683734939747,0.000028561526946107757,0.000047539285714285666,0.00006318328280781382,0.00006263999999999998,0.00006227368421052631,0.00006204408029496107,0.00006181616326530612,-0.006395673023307569,0,0.0000022116253079607574,,
USSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000027159763313609437,0.0000063,0.0000610836842105263,0.00013817287996722652,0.00013766530612244898,-0.006395673023307458,0,0.000004925314981809158,,
Other CIS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002501886792452829,0.000027731249999999986,0.000018055900621118003,0.00004068076388888887,0.000039241449386503046,0.00002953646341463413,0.00004936633599003733,0.00010145697289156618,0.0002393098652694609,0.00028367611607142836,0.00026949461173705094,0.00038019374999999995,0.000632970394736842,0.001325958213846784,0.0012958651517805942,-0.025365563472330988,0.4168180265495911,0.0000463627636202856,,
Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0.00065,0.00063,0.0006000000000000001,0.00061,0.00059,0.00057,0.00057,0.00058,0.00058,0.0008100000000000002,0.0011643896103896104,0.0017718387096774192,0.0036719999999999995,0.004461461493920091,0.004445715189873416,0.00497009433962264,0.004867312499999999,0.005036645962732916,0.005370180763888887,0.0059223214187116525,0.00621860803353658,0.005770443764383557,0.006212100469879514,0.009495605559880231,0.012947397776785705,0.016322684356083313,0.019107775349999998,0.022444696026315786,0.033858904540761986,0.0720567709330674,1.1223337105677023,0.20217695856563056,0.0025780082390675324,,
Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035000000000000005,0.00036500000000000004,0.0003348116883116883,0.00029909032258064515,0.00027069230769230767,0.0004512038216560509,0.0006865632911392403,0.0012066792452830185,0.0013483124999999993,0.001862608695652173,0.002155222222222221,0.0020631533742331274,0.0022035731707317056,0.002110472727272726,0.0021318614457831314,0.002244610778443112,0.0023678571428571407,0.0026354023668639036,0.003748526999999999,0.007440944736842104,0.00834451097833307,0.008654566024925736,0.03432300491628326,0.14496149969889083,0.00030963838968772826,,
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004267409638554213,0.000524964071856287,0.0005218848214285709,0.0005187967455621296,0.000515745,0.003369086842105263,0.003356664973371569,0.003344334367346939,-0.00639567302330768,0,0.000119651789020989,,
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009935064935064934,0.00010858064516129028,0.00011769230769230768,0.00010719745222929932,0.0001065189873417721,0.0000962264150943396,0.00009562499999999997,0.00015204968944099374,0.000708333333333333,0.0013047239263803672,0.0025375609756097548,0.004181999999999997,0.005005680722891563,0.00864679041916167,0.011776446428571417,0.01641264497041419,0.016407,0.01804057894736842,0.029405863170831627,0.05038833332852884,0.7088653373213147,0.4515086398627781,0.0018027665796250065,,
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000016774698795180711,0.000030031976047904166,0.000046355357142857096,0.00044192556213017706,0.000618966,0.0007892831578947368,0.0015220056100862683,0.0015164145690696248,-0.00639567302330768,0,0.00005425346157316514,,
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000011060240963855412,0.000010994011976047893,0.000033696428571428546,0.00003798745562130174,0.00014004,0.00014058105263157895,0.00014758026708769343,0.0018301669193580635,11.367279849207174,0,0.00006547872373238309,,
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010816167073170722,0.0010750614545454538,0.0010930743975903605,0.001111769461077843,0.0011051517857142846,0.0011154333727810641,0.001108872,0.0011023873684210526,0.0010983228512904547,0.0010942881959183674,-0.006395673023307569,0,0.00003915085214701566,,
